Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Referee,Match Report,Notes,Shots on target against,Saves,Save %,Clean sheets,PSxG,PSxG+/-,40+ yard GK passes completed,40+ yard GK passes attempted,40+ yard GK completion %,GK open play passes attempted,GK throws attempted,% of passes launched by GK,Average length of GK pass,Goalkicks attempted,% of goakicks launched,Average length of goalkicks,Opposition crosses into area,Penalty area crosses stopped,Penalty area crosses stopped %,Def actions outside penalty area by GK,Average distance of GK def actions,Goals,Pens scored,Pens attempted,Shots,Shots on target,Free-kick shots,Shot on target %,Goals/Shot,Goals/Shots on target,npxG,npxG/Shot,Goals-xG,np:Goals-xG,Total passes completed,Total passes attempted,Total pass %,Total distance of passes,Progressive distance of passes,Short passes completed,Short passes attempted,Short pass %,Medium passes completed,Medium passes attempted,Medium pass %,Long passes completed,Long passes attempted,Long pass %,Assists,xA,Key passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Live passes,Dead ball passes,Free-kick passes,Through balls,Passes under pressure,Switches,Crosses,Corners,In-swinging corners,Out-swinging corners,Straight corners,Ground passes,Low passes,High passes,Left foot passes,Right foot passes,Headed passes,Throws taken,Other body part passes,Offsides,Out of bounds passes,Intercepted passes,Blocked passes,SCA,Live pass SCA,Dead ball SCA,Dribble SCA,Shot SCA,Foul SCA,GCA,Live pass GCA,Dead ball GCA,Dribble GCA,Shot GCA,Foul GCA,Own goal GCA,Tackles attempted,Tackles won,Tackles in def 3rd,Tackles in mid 3rd,Tackles in final 3rd,Tackles won against dribbles,Tackles attempted vs dribbles,Tackle% against dribbles,# Dribbled past,Pressures,Successful pressures,Pressure success %,Pressures in def 3rd,Pressures in mid 3rd,Pressures in final 3rd,Blocks,Shots blocked,Shots on target blocked,Passes blocked,Interceptions,Clearances,Errors,Touches,Touches in def area,Touches in def 3rd,Touches in middle 3rd,Touches in final 3rd,Touches in opposition pen area,Live ball touches,Successful dribbles,Attempted dribbles,Dribble success %,#Players dribbled past,Nutmegs,Carries,Total distance of carries,Progressive distance of carries,Targets,Balls received %,Miscontrols,Dispossessed,Points taken
2019-11-02,15:00 (20:30),Matchweek 11,Sat,Away,W,2,1,Aston Villa,2.5,0.8,72,41878.0,Jordan Henderson,4-3-3,Jonathan Moss,Match Report,,2,1,0.5,0,0.7,-0.3,2,4,50.0,12,1,25.0,25.9,4,25.0,30.3,9,0,0.0,2,27.7,2,0,0,25,6,1,24.0,0.08,0.33,2.5,0.1,-0.5,-0.5,569,685,83.1,10407,3335,9,25,36.0,439,479,91.6,121,181,66.9,2,2.2,20,49,19,3,66,624,61,14,0,92,20,40,10,4,3,0,434,126,125,146,468,25,31,4,2,10,8,21,41,31,2,3,4,1,4,2,1,0,1,0,0,18,12,6,6,6,11,17,64.7,6,118,53,44.9,34,42,42,13,2,0,11,8,38,0,835,42,184,403,307,51,774,6,14,42.9,7,1,585,2930,1728,657,86.6,11,17,3
2019-11-10,16:30 (22:00),Matchweek 12,Sun,Home,W,3,1,Manchester City,0.9,1.3,45,53324.0,Jordan Henderson,4-3-3,Michael Oliver,Match Report,,3,2,0.667,0,0.7,-0.3,7,19,36.8,46,7,30.4,36.1,10,50.0,43.7,15,2,13.3,0,12.7,3,0,0,12,5,0,41.7,0.25,0.6,0.9,0.08,2.1,2.1,350,457,76.6,7773,2614,4,15,26.7,238,276,86.2,108,166,65.1,2,0.8,8,16,10,3,35,412,45,9,2,131,23,17,4,2,1,0,274,57,126,109,286,21,20,10,3,8,1,11,16,14,1,1,0,0,4,4,0,0,0,0,0,15,10,11,4,0,6,24,25.0,18,279,52,18.6,118,103,58,25,9,0,16,10,24,0,568,122,281,213,110,25,524,15,24,62.5,18,1,378,2146,1128,437,80.1,7,14,3
2019-11-23,15:00 (20:30),Matchweek 13,Sat,Away,W,2,1,Crystal Palace,1.5,1.1,59,25486.0,Jordan Henderson,4-3-3,Kevin Friend,Match Report,,6,5,0.833,0,0.9,-0.1,9,15,60.0,25,4,40.0,38.1,9,55.6,46.1,8,0,0.0,0,18.3,2,0,0,11,4,0,36.4,0.18,0.5,1.5,0.16,0.5,0.5,435,537,81.0,8885,2837,6,19,31.6,322,364,88.5,107,154,69.5,1,1.1,8,37,9,1,48,480,57,11,3,68,15,24,8,3,2,2,299,106,132,98,374,21,27,4,0,12,6,11,15,11,3,0,0,1,2,2,0,0,0,0,0,23,10,14,7,2,10,15,66.7,5,199,41,20.6,56,87,56,15,3,0,12,5,39,0,662,68,187,353,158,18,608,5,12,41.7,5,0,369,2007,1066,498,87.3,11,6,3
2019-11-30,15:00 (20:30),Matchweek 14,Sat,Home,W,2,1,Brighton,1.8,1.2,43,53319.0,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,,6,5,0.833,0,1.3,0.3,8,23,34.8,40,8,47.5,41.5,7,57.1,57.0,11,1,9.1,1,14.6,2,0,0,15,7,0,46.7,0.13,0.29,1.8,0.12,0.2,0.2,384,479,80.2,8312,2316,6,16,37.5,261,296,88.2,117,167,70.1,2,1.2,9,25,7,0,38,434,45,16,3,111,21,11,4,1,2,0,272,77,130,129,295,23,16,11,1,9,6,7,17,12,2,0,2,1,3,0,2,0,0,1,0,15,9,6,7,2,8,18,44.4,10,196,56,28.6,35,90,71,20,2,0,18,12,19,0,588,68,213,272,136,30,545,8,15,53.3,10,0,326,2314,1395,455,84.4,9,7,3
2019-12-04,20:15 (01:45),Matchweek 15,Wed,Home,W,5,2,Everton,2.5,1.5,57,53094.0,James Milner,4-2-3-1,Mike Dean,Match Report,,4,2,0.5,0,1.4,-0.6,4,14,28.6,29,8,31.0,31.7,7,71.4,58.0,15,1,6.7,1,12.8,5,0,0,11,5,0,45.5,0.45,1.0,2.5,0.23,2.5,2.5,415,510,81.4,8674,2850,4,12,33.3,302,337,89.6,109,161,67.7,5,2.1,9,28,5,1,35,452,58,20,6,53,15,12,5,4,1,0,322,71,117,137,318,14,23,10,3,9,8,12,21,15,1,3,1,1,10,8,0,2,0,0,0,19,11,8,11,0,4,12,33.3,8,147,44,29.9,48,67,32,8,0,0,8,8,43,1,640,76,255,304,120,21,584,13,21,61.9,14,1,411,2221,1221,492,84.3,11,12,3
2019-12-07,15:00 (20:30),Matchweek 16,Sat,Away,W,3,0,Bournemouth,2.4,0.2,74,10832.0,Jordan Henderson,4-3-3,Chris Kavanagh,Match Report,,0,0,,1,0.0,0.0,6,8,75.0,22,2,27.3,28.3,5,40.0,35.0,4,0,0.0,2,16.0,3,0,0,21,9,0,42.9,0.14,0.33,2.4,0.12,0.6,0.6,774,885,87.5,14503,4180,7,14,50.0,607,663,91.6,160,208,76.9,3,1.8,16,58,20,3,75,842,43,9,7,151,27,22,3,1,1,0,637,129,119,169,657,20,25,4,1,11,9,15,30,25,3,0,1,1,5,5,0,0,0,0,0,12,9,6,3,3,7,12,58.3,5,132,55,41.7,25,52,55,9,3,0,6,7,18,0,974,35,207,559,263,39,931,8,14,57.1,9,0,707,3327,1899,867,89.3,11,9,3
2019-12-14,12:30 (18:00),Matchweek 17,Sat,Home,W,2,0,Watford,1.5,1.2,68,53311.0,Jordan Henderson,4-2-3-1,Andre Marriner,Match Report,,2,2,1.0,1,0.3,0.3,3,5,60.0,23,7,21.7,30.0,7,0.0,18.6,4,0,0.0,2,16.8,2,0,0,16,6,0,37.5,0.13,0.33,1.5,0.09,0.5,0.5,573,696,82.3,11876,3954,5,26,19.2,400,452,88.5,168,218,77.1,2,0.6,6,55,8,2,66,642,54,10,3,120,17,19,6,3,0,2,468,116,112,141,467,26,30,10,4,8,16,20,14,11,0,2,1,0,3,1,0,1,1,0,0,15,7,4,6,5,4,15,26.7,11,120,38,31.7,34,42,44,7,0,0,7,8,25,0,814,59,222,439,197,32,762,18,33,54.5,19,1,532,2720,1507,678,84.5,15,12,3
2019-12-26,20:00 (01:30),Matchweek 19,Thu,Away,W,4,0,Leicester City,3.1,0.1,59,32211.0,Jordan Henderson,4-3-3,Michael Oliver,Match Report,,0,0,,1,0.0,0.0,5,6,83.3,20,3,25.0,32.2,3,33.3,35.3,4,0,0.0,1,15.0,4,1,1,14,5,0,35.7,0.21,0.6,2.4,0.18,0.9,0.6,541,652,83.0,11143,3404,12,29,41.4,387,426,90.8,142,197,72.1,3,1.9,12,49,12,5,60,606,46,10,2,97,34,33,8,2,5,0,441,83,128,160,438,16,24,4,3,8,8,16,25,19,3,2,1,0,7,6,0,0,1,0,0,19,13,6,10,3,6,14,42.9,8,222,82,36.9,51,82,89,9,1,0,8,9,11,0,748,47,198,393,202,37,701,13,25,52.0,16,0,525,2692,1411,632,85.6,16,11,3
2019-12-29,16:30 (22:00),Matchweek 20,Sun,Home,W,1,0,Wolves,1.2,0.7,63,53326.0,Jordan Henderson,4-2-3-1,Anthony Taylor,Match Report,,2,2,1.0,1,0.2,0.2,3,6,50.0,21,5,4.8,24.6,10,50.0,49.0,7,2,28.6,2,17.6,1,0,0,10,3,0,30.0,0.1,0.33,1.2,0.12,-0.2,-0.2,548,655,83.7,11346,3499,8,17,47.1,383,428,89.5,157,210,74.8,1,1.1,9,38,14,1,59,605,50,8,2,86,24,18,5,1,3,0,466,87,102,112,484,14,26,6,2,14,12,11,16,13,2,0,1,0,2,2,0,0,0,0,0,25,15,8,12,5,4,26,15.4,22,178,59,33.1,55,84,39,14,3,0,11,11,17,1,768,61,208,404,207,32,721,4,12,33.3,5,1,522,2758,1428,629,87.1,16,15,3
2020-01-02,20:00 (01:30),Matchweek 21,Thu,Home,W,2,0,Sheffield Utd,3.0,0.9,74,53321.0,Jordan Henderson,4-3-3,Paul Tierney,Match Report,,2,2,1.0,1,1.2,1.2,3,4,75.0,32,7,9.4,26.1,3,33.3,38.0,2,1,50.0,1,22.5,2,0,0,19,7,0,36.8,0.11,0.29,3.0,0.18,-1.0,-1.0,891,995,89.5,18250,4074,10,18,55.6,635,675,94.1,246,302,81.5,1,2.5,15,49,12,2,60,955,40,11,2,76,47,22,8,1,3,0,784,142,69,220,726,19,17,8,1,9,12,6,29,25,1,2,1,0,3,2,0,0,1,0,0,12,9,8,3,1,2,8,25.0,6,92,37,40.2,24,47,21,4,1,0,3,9,21,0,1081,53,274,610,268,39,1043,16,20,80.0,17,1,861,4329,2184,971,91.8,7,12,3
2020-01-11,17:30 (23:00),Matchweek 22,Sat,Away,W,1,0,Tottenham,1.9,1.7,67,61023.0,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,,4,4,1.0,1,0.5,0.5,7,15,46.7,25,5,44.0,40.1,8,50.0,48.4,3,0,0.0,2,19.8,1,0,0,13,6,0,46.2,0.08,0.17,1.9,0.15,-0.9,-0.9,695,797,87.2,13751,3742,8,21,38.1,513,547,93.8,174,229,76.0,1,1.7,11,55,14,2,71,758,39,6,2,103,22,18,3,0,2,0,610,89,98,183,554,23,21,8,2,9,10,12,22,17,0,4,1,0,2,1,0,1,0,0,0,20,10,9,11,0,8,21,38.1,13,138,44,31.9,29,76,33,10,2,0,8,4,23,0,909,41,201,507,244,54,870,21,27,77.8,23,1,728,3092,1585,776,89.6,9,14,3
2020-01-19,16:30 (22:00),Matchweek 23,Sun,Home,W,2,0,Manchester Utd,2.4,1.2,53,52916.0,Jordan Henderson,4-3-3,Craig Pawson,Match Report,,3,3,1.0,1,0.3,0.3,7,20,35.0,42,4,42.9,38.4,8,25.0,35.9,10,0,0.0,1,14.5,2,0,0,16,5,0,31.3,0.13,0.4,2.4,0.15,-0.4,-0.4,435,561,77.5,9278,3307,3,16,18.8,305,352,86.6,127,193,65.8,2,2.4,14,33,11,4,52,506,55,13,1,108,17,28,11,2,5,0,352,54,155,137,356,26,22,7,2,14,6,19,25,19,2,3,0,1,2,1,1,0,0,0,0,20,10,11,7,2,2,11,18.2,9,185,68,36.8,49,82,54,10,0,0,10,10,14,0,673,88,220,291,205,46,619,14,17,82.4,14,2,433,2340,1210,511,85.1,21,13,3
2020-01-23,20:00 (01:30),Matchweek 24,Thu,Away,W,2,1,Wolves,1.4,1.4,54,31746.0,Jordan Henderson,4-3-3,Michael Oliver,Match Report,,3,2,0.667,0,0.7,-0.3,8,8,100.0,30,6,20.0,32.3,5,40.0,38.2,19,0,0.0,1,16.0,2,0,0,13,6,1,46.2,0.15,0.33,1.4,0.11,0.6,0.6,510,604,84.4,10158,3118,7,13,53.8,372,415,89.6,131,176,74.4,2,1.2,8,33,5,2,45,573,31,7,1,132,20,12,4,1,3,0,404,84,116,150,408,19,13,6,0,10,5,9,18,9,1,5,2,1,3,1,1,0,1,0,0,16,11,9,5,2,4,19,21.1,15,210,68,32.4,71,95,44,10,2,0,8,11,30,0,714,68,184,436,138,18,682,12,19,63.2,13,3,452,2672,1499,585,87.2,12,8,3
2020-01-29,19:45 (01:15),Matchweek 18,Wed,Away,W,2,0,West Ham,2.4,0.8,69,59959.0,Jordan Henderson,4-3-3,Jonathan Moss,Match Report,,4,4,1.0,1,1.3,1.3,4,9,44.4,23,6,26.1,29.4,6,50.0,42.2,9,1,11.1,1,16.4,2,1,1,12,4,1,33.3,0.08,0.25,1.7,0.15,-0.4,-0.7,736,844,87.2,13948,3529,10,25,40.0,561,605,92.7,165,214,77.1,1,1.2,9,52,9,2,60,807,37,5,5,106,16,20,7,1,4,0,628,99,117,173,611,20,18,10,0,7,4,16,22,17,0,2,1,2,4,2,0,1,0,1,0,15,8,3,6,6,6,18,33.3,12,190,63,33.2,43,79,68,14,0,0,14,8,12,0,937,45,175,598,214,29,898,9,12,75.0,9,0,695,2834,1440,819,89.9,13,13,3
2020-02-01,15:00 (20:30),Matchweek 25,Sat,Home,W,4,0,Southampton,3.1,1.1,61,53291.0,Jordan Henderson,4-3-3,Kevin Friend,Match Report,,4,4,1.0,1,0.9,0.9,6,14,42.9,33,5,18.2,30.8,13,61.5,45.4,4,0,0.0,1,18.5,4,0,0,16,9,1,56.3,0.25,0.44,3.1,0.2,0.9,0.9,425,571,74.4,8902,2865,10,27,37.0,303,354,85.6,112,190,58.9,4,2.2,11,27,12,1,38,503,68,19,2,126,15,12,6,3,1,0,338,69,164,120,373,29,29,7,2,10,6,12,26,20,0,3,2,1,6,5,0,1,0,0,0,17,13,9,4,4,5,19,26.3,14,173,56,32.4,58,72,43,18,5,0,13,10,23,1,680,105,284,280,152,32,614,11,19,57.9,12,0,398,2142,1164,534,79.6,4,14,3
2020-02-15,17:30 (23:00),Matchweek 26,Sat,Away,W,1,0,Norwich City,2.1,0.4,64,27110.0,Jordan Henderson,4-3-3,Stuart Attwell,Match Report,,1,1,1.0,1,0.2,0.2,5,7,71.4,19,3,21.1,26.3,5,60.0,51.2,0,0,,2,18.0,1,0,0,17,6,0,35.3,0.06,0.17,2.1,0.13,-1.1,-1.1,550,670,82.1,11681,3038,9,28,32.1,392,441,88.9,149,201,74.1,1,1.1,13,44,18,3,75,623,47,6,1,121,39,30,7,2,2,0,386,165,119,147,460,22,28,3,0,8,21,20,29,24,2,0,3,0,2,2,0,0,0,0,0,15,9,5,4,6,9,20,45.0,11,120,44,36.7,16,37,67,11,0,0,11,4,21,0,769,33,140,400,277,48,723,10,20,50.0,10,3,580,3177,1720,644,85.4,8,11,3
2020-02-24,20:00 (01:30),Matchweek 27,Mon,Home,W,3,2,West Ham,2.8,0.6,68,53313.0,Virgil van Dijk,4-3-3,Jonathan Moss,Match Report,,4,2,0.5,0,1.5,-0.5,3,6,50.0,19,7,26.3,30.5,2,50.0,39.5,11,4,36.4,1,16.3,3,0,0,25,7,1,28.0,0.12,0.43,2.8,0.12,0.2,0.2,556,676,82.2,10855,3402,9,18,50.0,410,456,89.9,137,202,67.8,3,1.3,19,52,18,5,65,625,51,11,0,97,20,39,16,5,7,0,415,119,142,133,462,36,19,8,2,11,7,11,40,23,6,5,4,2,6,3,0,1,2,0,0,22,16,8,9,5,16,37,43.2,21,154,65,42.2,38,60,56,15,3,0,12,4,17,0,814,52,170,403,287,53,763,20,37,54.1,24,3,548,3436,1934,643,86.5,9,13,3
2020-02-29,17:30 (23:00),Matchweek 28,Sat,Away,L,0,3,Watford,0.4,2.3,69,21634.0,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,,5,2,0.4,0,2.7,-0.3,2,5,40.0,30,2,16.7,28.2,7,0.0,24.9,10,0,0.0,1,22.8,0,0,0,8,1,1,12.5,0.0,0.0,0.4,0.05,-0.4,-0.4,603,735,82.0,12322,3286,4,13,30.8,440,508,86.6,159,214,74.3,0,0.3,5,65,17,2,48,690,45,8,2,104,21,26,5,2,2,0,493,116,126,196,470,31,21,2,1,13,14,12,13,12,0,0,0,1,0,0,0,0,0,0,0,8,6,3,4,1,3,10,30.0,7,129,44,34.1,40,52,37,14,1,0,13,5,22,2,830,55,188,450,259,35,784,14,23,60.9,14,0,586,3122,1726,684,88.2,9,8,0
2020-03-07,12:30 (18:00),Matchweek 29,Sat,Home,W,2,1,Bournemouth,1.2,1.3,73,53323.0,James Milner,4-3-3,Paul Tierney,Match Report,,3,1,0.667,0,1.3,0.3,6,9,66.7,15,2,40.0,35.4,4,75.0,46.3,8,1,12.5,2,20.0,2,0,0,14,6,0,42.9,0.14,0.33,1.2,0.09,0.8,0.8,646,767,84.2,13178,3478,11,26,42.3,464,523,88.7,171,218,78.4,2,1.2,12,67,13,3,61,710,57,17,4,109,20,29,9,1,4,3,521,118,128,130,579,15,25,5,2,8,8,17,22,20,1,1,0,0,2,2,0,0,0,0,0,10,8,3,3,4,4,12,33.3,8,79,28,35.4,15,29,35,6,3,1,3,10,31,0,880,47,175,462,294,31,825,11,20,55.0,14,1,583,2825,1539,738,87.5,10,10,3
2020-06-21,19:00 (23:30),Matchweek 30,Sun,Away,D,0,0,Everton,0.9,1.4,70,,Jordan Henderson,4-3-3,Mike Dean,Match Report,,3,3,1.0,1,0.7,0.7,3,7,42.9,26,2,15.4,27.0,6,50.0,40.2,4,0,0.0,1,17.3,0,0,0,10,3,3,30.0,0.0,0.0,0.9,0.09,-0.9,-0.9,536,639,83.9,11276,3381,11,27,40.7,365,400,91.3,160,212,75.5,0,0.7,7,47,10,1,61,585,54,14,0,95,26,19,6,2,4,0,424,89,126,79,490,16,27,6,1,10,4,15,19,10,4,2,0,3,0,0,0,0,0,0,0,20,10,2,11,7,6,16,37.5,10,112,31,27.7,15,53,44,9,1,0,8,12,11,0,733,29,167,401,222,28,676,10,14,71.4,10,0,521,2924,1590,585,91.6,10,16,1
2020-06-24,20:15 (00:45),Matchweek 31,Wed,Home,W,4,0,Crystal Palace,2.4,0.2,73,,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,,0,0,,1,0.0,0.0,3,4,75.0,19,4,15.8,26.7,4,25.0,24.0,0,0,,0,24.0,4,0,0,21,7,2,33.3,0.19,0.57,2.4,0.12,1.6,1.6,816,929,87.8,16040,3924,15,31,48.4,611,670,91.2,190,228,83.3,3,1.3,10,94,22,6,62,896,33,4,5,74,34,20,6,2,3,0,705,96,128,210,648,32,18,9,0,9,3,13,29,20,2,1,3,3,7,6,0,0,0,1,0,15,11,4,7,4,4,16,25.0,12,123,51,41.5,15,57,51,8,0,0,8,16,4,0,1025,20,125,618,338,50,990,8,19,42.1,10,0,745,3766,2069,914,89.3,14,12,3
2020-07-02,20:15 (00:45),Matchweek 32,Thu,Away,L,0,4,Manchester City,1.4,3.0,52,,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,,4,2,0.25,0,2.3,-0.7,4,7,57.1,26,4,23.1,30.4,5,20.0,29.6,4,0,0.0,1,29.5,0,0,0,11,3,1,27.3,0.0,0.0,1.4,0.14,-1.4,-1.4,473,562,84.2,9545,2806,11,21,52.4,339,371,91.4,123,170,72.4,0,1.0,9,35,15,3,43,522,40,9,8,68,23,21,3,2,1,0,389,68,105,118,393,20,18,6,2,10,4,8,18,17,0,0,0,1,0,0,0,0,0,0,0,16,9,9,5,2,6,21,28.6,15,144,42,29.2,46,62,36,17,4,1,13,15,17,1,664,50,214,332,147,31,626,6,16,37.5,7,0,430,2230,1092,551,85.8,15,3,0
2020-07-05,16:30 (21:00),Matchweek 33,Sun,Home,W,2,0,Aston Villa,0.8,0.5,70,,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,,3,3,1.0,1,0.5,0.5,5,7,71.4,29,5,20.7,29.9,4,25.0,32.0,12,2,16.7,3,16.5,2,0,0,6,4,0,66.7,0.33,0.5,0.8,0.14,1.2,1.2,594,708,83.9,12189,3891,5,12,41.7,444,496,89.5,145,200,72.5,2,0.8,6,63,16,2,72,664,44,13,0,83,22,26,7,0,6,0,495,92,121,169,472,29,19,7,1,12,12,12,11,10,0,1,0,0,4,4,0,0,0,0,0,10,6,3,5,2,1,13,7.7,12,113,29,25.7,30,47,36,8,2,0,6,5,19,0,797,56,204,410,232,28,755,12,17,70.6,12,0,585,3138,1693,677,87.7,15,9,3
2020-07-08,20:15 (00:45),Matchweek 34,Wed,Away,W,3,1,Brighton,1.9,2.4,56,,Jordan Henderson,4-3-3,Craig Pawson,Match Report,,2,1,0.5,0,1.0,0.0,2,7,28.6,21,3,19.0,35.1,7,42.9,41.1,7,0,0.0,3,18.1,3,0,0,20,8,0,40.0,0.15,0.38,1.9,0.1,1.1,1.1,430,542,79.3,9300,3110,4,14,28.6,299,353,84.7,127,175,72.6,3,1.8,17,32,14,2,59,486,56,12,3,43,31,32,10,4,3,0,335,70,137,130,347,24,25,6,0,9,5,12,34,29,2,2,1,0,5,3,1,0,1,0,0,13,6,6,4,3,4,15,26.7,11,113,38,33.6,28,42,43,14,3,0,11,13,21,1,646,56,216,264,210,38,591,10,16,62.5,10,1,392,2265,1335,515,83.5,11,5,3
2020-07-11,15:00 (19:30),Matchweek 35,Sat,Home,D,1,1,Burnley,2.1,0.7,71,,Virgil van Dijk,4-3-3,David Coote,Match Report,,2,1,0.5,0,0.5,-0.5,4,5,80.0,28,7,14.3,26.7,4,25.0,23.5,9,1,11.1,4,22.0,1,0,0,23,9,1,39.1,0.04,0.11,2.1,0.09,-1.1,-1.1,600,710,84.5,11654,3580,5,11,45.5,470,524,89.7,125,175,71.4,1,1.5,17,41,23,3,71,657,53,6,1,47,23,29,11,2,7,0,474,104,132,141,503,20,30,10,0,13,10,10,35,29,1,2,1,2,2,2,0,0,0,0,0,10,6,4,4,2,3,5,60.0,2,81,29,35.8,24,31,26,6,2,0,4,5,25,0,817,57,219,353,295,50,764,11,13,84.6,12,0,595,3407,1814,679,88.4,16,9,1
2020-07-15,20:15 (00:45),Matchweek 36,Wed,Away,L,1,2,Arsenal,2.6,0.9,69,,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,,2,0,0.0,0,0.9,-1.1,5,6,83.3,24,8,20.8,29.3,3,33.3,37.3,4,1,25.0,1,19.0,1,0,0,24,8,0,33.3,0.04,0.13,2.6,0.11,-1.6,-1.6,565,673,84.0,11222,3467,6,19,31.6,435,486,89.5,124,168,73.8,1,1.8,19,51,18,4,72,610,63,19,1,62,23,35,13,0,3,5,443,92,138,155,434,32,25,11,3,10,4,16,34,28,4,2,0,0,2,2,0,0,0,0,0,10,8,4,2,4,2,8,25.0,6,110,45,40.9,19,39,52,13,1,0,12,11,8,1,777,37,170,383,283,51,718,8,15,53.3,8,1,579,3236,1633,633,89.3,13,12,0
2019-08-10,12:30 (17:00),Matchweek 1,Sat,Away,W,5,0,West Ham,3.3,0.7,57,59870.0,David Silva,4-3-3,Mike Dean,Match Report,,3,3,1.0,1,0.9,0.9,1,4,25.0,32,7,9.4,24.1,5,20.0,27.6,5,0,0.0,1,20.5,5,1,1,13,8,0,61.5,0.31,0.5,2.6,0.21,1.7,1.4,495,564,87.8,8921,2942,7,16,43.8,385,422,91.2,103,126,81.7,4,2.0,11,35,15,3,48,536,28,7,3,155,11,6,1,0,0,0,459,59,46,263,260,12,14,8,3,6,4,12,24,22,0,1,0,1,8,7,0,0,0,1,0,26,17,11,12,3,12,20,60.0,8,177,49,27.7,49,102,26,8,0,0,8,12,27,0,678,71,236,330,175,30,649,12,21,57.1,14,0,429,2990,1852,554,89.4,7,11,3
2019-08-17,17:30 (22:00),Matchweek 2,Sat,Home,D,2,2,Tottenham,3.0,0.2,56,54503.0,Kevin De Bruyne,4-3-3,Michael Oliver,Match Report,,2,0,0.0,0,0.8,-1.2,7,9,77.8,34,5,20.6,30.1,3,66.7,36.3,2,1,50.0,1,22.3,2,0,0,30,8,0,26.7,0.07,0.25,3.0,0.1,-1.0,-1.0,565,649,87.1,11375,3217,6,20,30.0,411,450,91.3,148,179,82.7,2,2.4,22,47,20,3,80,613,36,5,6,139,22,31,13,2,4,0,505,67,77,240,362,22,12,6,3,8,3,19,48,35,5,2,6,0,4,4,0,0,0,0,0,15,10,4,8,3,7,20,35.0,13,152,51,33.6,9,64,79,17,1,0,16,10,14,0,767,45,135,404,284,53,733,9,14,64.3,9,0,502,3407,2095,618,91.4,7,11,1
2019-08-25,14:00 (18:30),Matchweek 3,Sun,Away,W,3,1,Bournemouth,2.4,1.5,74,10486.0,David Silva,4-3-3,Andre Marriner,Match Report,,7,6,0.857,0,2.9,1.9,3,3,100.0,21,10,14.3,25.5,2,0.0,31.0,7,1,14.3,1,16.3,3,0,0,16,5,0,31.3,0.19,0.6,2.4,0.15,0.6,0.6,666,764,87.2,12850,3250,11,31,35.5,505,550,91.8,150,183,82.0,3,1.6,12,51,11,2,59,724,40,10,3,197,11,10,5,1,3,0,554,122,88,326,371,23,21,13,3,2,16,15,29,23,3,2,1,0,5,2,0,2,1,0,0,13,8,4,6,3,6,13,46.2,7,118,38,32.2,36,39,43,11,1,0,10,6,28,1,860,65,245,458,216,37,824,10,16,62.5,10,0,635,3305,2050,757,88.0,4,6,3
2019-08-31,15:00 (19:30),Matchweek 4,Sat,Home,W,4,0,Brighton,1.9,0.5,54,54386.0,David Silva,4-3-3,Jonathan Moss,Match Report,,2,2,1.0,1,0.2,0.2,4,8,50.0,27,8,25.9,30.9,2,50.0,53.0,11,0,0.0,2,17.0,4,0,0,15,6,1,40.0,0.27,0.67,1.9,0.13,2.1,2.1,542,617,87.8,9992,2648,6,15,40.0,433,465,93.1,103,137,75.2,4,1.8,13,37,16,1,50,588,29,8,4,49,12,15,8,0,1,4,488,43,86,257,321,15,10,12,1,5,13,12,27,21,2,2,0,2,8,8,0,0,0,0,0,16,8,4,8,4,5,13,38.5,8,174,39,22.4,29,80,65,13,4,0,9,10,18,0,712,71,197,350,216,38,684,11,19,57.9,11,0,563,3186,1859,611,88.7,7,7,3
2019-09-14,17:30 (22:00),Matchweek 5,Sat,Away,L,2,3,Norwich City,2.3,1.7,69,27035.0,David Silva,4-2-3-1,Kevin Friend,Match Report,,3,0,0.0,0,2.0,-1.0,4,5,80.0,19,3,21.1,29.3,2,50.0,43.5,2,1,50.0,3,46.8,2,0,0,26,8,0,30.8,0.08,0.25,2.3,0.09,-0.3,-0.3,614,720,85.3,12132,2906,4,14,28.6,446,506,88.1,164,200,82.0,2,1.6,15,80,18,3,64,674,46,8,3,75,22,47,16,6,6,1,553,65,102,234,427,27,16,7,0,7,8,15,32,21,2,7,1,1,4,3,0,1,0,0,0,14,10,6,7,1,8,17,47.1,9,117,47,40.2,15,39,63,16,3,0,13,6,12,1,819,25,89,394,401,54,777,22,30,73.3,22,0,573,3705,2394,685,89.6,9,10,0
